,Flight_Date,Route,Carrier,Scheduled_Departure_Time,Aircraft_Capacity,Actual_Pax_Count,Is_Weekend,Is_Holiday_Period,CHML_Ordered,Flight_ID,Month
51,2024-01-26,GLA-DXB,Emirates,2024-01-26 20:00:00,427,380,False,False,12,EKGLADXB2000,2024-01
52,2024-01-27,EDI-DXB,Emirates,2024-01-27 14:00:00,259,238,True,False,21,EKEDIDXB1400,2024-01
53,2024-01-27,GLA-DXB,Emirates,2024-01-27 20:00:00,427,386,True,False,21,EKGLADXB2000,2024-01
54,2024-01-28,EDI-DXB,Emirates,2024-01-28 14:00:00,259,218,True,False,12,EKEDIDXB1400,2024-01
55,2024-01-28,GLA-DXB,Emirates,2024-01-28 20:00:00,427,388,True,False,29,EKGLADXB2000,2024-01
56,2024-01-29,EDI-DXB,Emirates,2024-01-29 14:00:00,259,223,False,False,23,EKEDIDXB1400,2024-01
57,2024-01-29,GLA-DXB,Emirates,2024-01-29 20:00:00,427,367,False,False,33,EKGLADXB2000,2024-01
58,2024-01-30,EDI-DXB,Emirates,2024-01-30 14:00:00,259,235,False,False,6,EKEDIDXB1400,2024-01
59,2024-01-30,GLA-DXB,Emirates,2024-01-30 20:00:00,427,354,False,False,30,EKGLADXB2000,2024-01
60,2024-01-31,EDI-DXB,Emirates,2024-01-31 14:00:00,259,233,False,False,13,EKEDIDXB1400,2024-01
61,2024-01-31,GLA-DXB,Emirates,2024-01-31 20:00:00,427,389,False,False,24,EKGLADXB2000,2024-01
62,2024-02-01,EDI-DXB,Emirates,2024-02-01 14:00:00,259,222,False,False,19,EKEDIDXB1400,2024-02
63,2024-02-01,GLA-DXB,Emirates,2024-02-01 20:00:00,427,379,False,False,36,EKGLADXB2000,2024-02
64,2024-02-02,EDI-DXB,Emirates,2024-02-02 14:00:00,259,221,False,False,3,EKEDIDXB1400,2024-02
65,2024-02-02,GLA-DXB,Emirates,2024-02-02 20:00:00,427,369,False,False,45,EKGLADXB2000,2024-02
66,2024-02-03,EDI-DXB,Emirates,2024-02-03 14:00:00,259,224,True,False,25,EKEDIDXB1400,2024-02
67,2024-02-03,GLA-DXB,Emirates,2024-02-03 20:00:00,427,370,True,False,37,EKGLADXB2000,2024-02
68,2024-02-04,EDI-DXB,Emirates,2024-02-04 14:00:00,259,242,True,False,18,EKEDIDXB1400,2024-02
69,2024-02-04,GLA-DXB,Emirates,2024-02-04 20:00:00,427,384,True,False,11,EKGLADXB2000,2024-02
70,2024-02-05,EDI-DXB,Emirates,2024-02-05 14:00:00,259,223,False,False,16,EKEDIDXB1400,2024-02
71,2024-02-05,GLA-DXB,Emirates,2024-02-05 20:00:00,427,396,False,False,21,EKGLADXB2000,2024-02
72,2024-02-06,EDI-DXB,Emirates,2024-02-06 14:00:00,259,224,False,False,3,EKEDIDXB1400,2024-02
73,2024-02-06,GLA-DXB,Emirates,2024-02-06 20:00:00,427,363,False,False,11,EKGLADXB2000,2024-02
74,2024-02-07,EDI-DXB,Emirates,2024-02-07 14:00:00,259,216,False,False,10,EKEDIDXB1400,2024-02
75,2024-02-07,GLA-DXB,Emirates,2024-02-07 20:00:00,427,371,False,False,7,EKGLADXB2000,2024-02
76,2024-02-08,EDI-DXB,Emirates,2024-02-08 14:00:00,259,219,False,False,15,EKEDIDXB1400,2024-02
77,2024-02-08,GLA-DXB,Emirates,2024-02-08 20:00:00,427,373,False,False,19,EKGLADXB2000,2024-02
78,2024-02-09,EDI-DXB,Emirates,2024-02-09 14:00:00,259,230,False,False,4,EKEDIDXB1400,2024-02
79,2024-02-09,GLA-DXB,Emirates,2024-02-09 20:00:00,427,381,False,False,17,EKGLADXB2000,2024-02
80,2024-02-10,EDI-DXB,Emirates,2024-02-10 14:00:00,259,229,True,False,3,EKEDIDXB1400,2024-02
81,2024-02-10,GLA-DXB,Emirates,2024-02-10 20:00:00,427,386,True,False,31,EKGLADXB2000,2024-02
82,2024-02-11,EDI-DXB,Emirates,2024-02-11 14:00:00,259,241,True,False,9,EKEDIDXB1400,2024-02
83,2024-02-11,GLA-DXB,Emirates,2024-02-11 20:00:00,427,393,True,False,15,EKGLADXB2000,2024-02
84,2024-02-12,EDI-DXB,Emirates,2024-02-12 14:00:00,259,240,False,False,23,EKEDIDXB1400,2024-02
85,2024-02-12,GLA-DXB,Emirates,2024-02-12 20:00:00,427,386,False,False,19,EKGLADXB2000,2024-02
86,2024-02-13,EDI-DXB,Emirates,2024-02-13 14:00:00,259,235,False,False,4,EKEDIDXB1400,2024-02
87,2024-02-13,GLA-DXB,Emirates,2024-02-13 20:00:00,427,380,False,False,34,EKGLADXB2000,2024-02
88,2024-02-14,EDI-DXB,Emirates,2024-02-14 14:00:00,259,225,False,False,30,EKEDIDXB1400,2024-02
89,2024-02-14,GLA-DXB,Emirates,2024-02-14 20:00:00,427,363,False,False,15,EKGLADXB2000,2024-02
90,2024-02-15,EDI-DXB,Emirates,2024-02-15 14:00:00,259,234,False,False,26,EKEDIDXB1400,2024-02
91,2024-02-15,GLA-DXB,Emirates,2024-02-15 20:00:00,427,379,False,False,9,EKGLADXB2000,2024-02
92,2024-02-16,EDI-DXB,Emirates,2024-02-16 14:00:00,259,237,False,False,10,EKEDIDXB1400,2024-02
93,2024-02-16,GLA-DXB,Emirates,2024-02-16 20:00:00,427,395,False,False,19,EKGLADXB2000,2024-02
94,2024-02-17,EDI-DXB,Emirates,2024-02-17 14:00:00,259,233,True,False,29,EKEDIDXB1400,2024-02
95,2024-02-17,GLA-DXB,Emirates,2024-02-17 20:00:00,427,378,True,False,17,EKGLADXB2000,2024-02
96,2024-02-18,EDI-DXB,Emirates,2024-02-18 14:00:00,259,249,True,False,29,EKEDIDXB1400,2024-02
97,2024-02-18,GLA-DXB,Emirates,2024-02-18 20:00:00,427,381,True,False,19,EKGLADXB2000,2024-02
98,2024-02-19,EDI-DXB,Emirates,2024-02-19 14:00:00,259,242,False,False,13,EKEDIDXB1400,2024-02
99,2024-02-19,GLA-DXB,Emirates,2024-02-19 20:00:00,427,396,False,False,29,EKGLADXB2000,2024-02
100,2024-02-20,EDI-DXB,Emirates,2024-02-20 14:00:00,259,218,False,False,11,EKEDIDXB1400,2024-02
101,2024-02-20,GLA-DXB,Emirates,2024-02-20 20:00:00,427,380,False,False,27,EKGLADXB2000,2024-02
102,2024-02-21,EDI-DXB,Emirates,2024-02-21 14:00:00,259,239,False,False,17,EKEDIDXB1400,2024-02
103,2024-02-21,GLA-DXB,Emirates,2024-02-21 20:00:00,427,344,False,False,21,EKGLADXB2000,2024-02
104,2024-02-22,EDI-DXB,Emirates,2024-02-22 14:00:00,259,220,False,False,6,EKEDIDXB1400,2024-02
105,2024-02-22,GLA-DXB,Emirates,2024-02-22 20:00:00,427,373,False,False,18,EKGLADXB2000,2024-02
106,2024-02-23,EDI-DXB,Emirates,2024-02-23 14:00:00,259,226,False,False,35,EKEDIDXB1400,2024-02
107,2024-02-23,GLA-DXB,Emirates,2024-02-23 20:00:00,427,351,False,False,9,EKGLADXB2000,2024-02
108,2024-02-24,EDI-DXB,Emirates,2024-02-24 14:00:00,259,236,True,False,26,EKEDIDXB1400,2024-02
109,2024-02-24,GLA-DXB,Emirates,2024-02-24 20:00:00,427,384,True,False,22,EKGLADXB2000,2024-02
110,2024-02-25,EDI-DXB,Emirates,2024-02-25 14:00:00,259,235,True,False,14,EKEDIDXB1400,2024-02
111,2024-02-25,GLA-DXB,Emirates,2024-02-25 20:00:00,427,369,True,False,20,EKGLADXB2000,2024-02
112,2024-02-26,EDI-DXB,Emirates,2024-02-26 14:00:00,259,235,False,False,11,EKEDIDXB1400,2024-02
113,2024-02-26,GLA-DXB,Emirates,2024-02-26 20:00:00,427,390,False,False,9,EKGLADXB2000,2024-02
114,2024-02-27,EDI-DXB,Emirates,2024-02-27 14:00:00,259,235,False,False,14,EKEDIDXB1400,2024-02
115,2024-02-27,GLA-DXB,Emirates,2024-02-27 20:00:00,427,388,False,False,31,EKGLADXB2000,2024-02
116,2024-02-28,EDI-DXB,Emirates,2024-02-28 14:00:00,259,231,False,False,18,EKEDIDXB1400,2024-02
117,2024-02-28,GLA-DXB,Emirates,2024-02-28 20:00:00,427,383,False,False,5,EKGLADXB2000,2024-02
118,2024-02-29,EDI-DXB,Emirates,2024-02-29 14:00:00,259,227,False,False,23,EKEDIDXB1400,2024-02
119,2024-02-29,GLA-DXB,Emirates,2024-02-29 20:00:00,427,354,False,False,18,EKGLADXB2000,2024-02
120,2024-03-01,EDI-DXB,Emirates,2024-03-01 14:00:00,259,233,False,False,7,EKEDIDXB1400,2024-03
121,2024-03-01,GLA-DXB,Emirates,2024-03-01 20:00:00,427,385,False,False,26,EKGLADXB2000,2024-03
122,2024-03-02,EDI-DXB,Emirates,2024-03-02 14:00:00,259,217,True,False,17,EKEDIDXB1400,2024-03
123,2024-03-02,GLA-DXB,Emirates,2024-03-02 20:00:00,427,402,True,False,23,EKGLADXB2000,2024-03
124,2024-03-03,EDI-DXB,Emirates,2024-03-03 14:00:00,259,229,True,False,13,EKEDIDXB1400,2024-03
125,2024-03-03,GLA-DXB,Emirates,2024-03-03 20:00:00,427,378,True,False,12,EKGLADXB2000,2024-03
126,2024-03-04,EDI-DXB,Emirates,2024-03-04 14:00:00,259,233,False,False,12,EKEDIDXB1400,2024-03
127,2024-03-04,GLA-DXB,Emirates,2024-03-04 20:00:00,427,352,False,False,20,EKGLADXB2000,2024-03
128,2024-03-05,EDI-DXB,Emirates,2024-03-05 14:00:00,259,244,False,False,7,EKEDIDXB1400,2024-03
129,2024-03-05,GLA-DXB,Emirates,2024-03-05 20:00:00,427,365,False,False,27,EKGLADXB2000,2024-03
130,2024-03-06,EDI-DXB,Emirates,2024-03-06 14:00:00,259,233,False,False,7,EKEDIDXB1400,2024-03
131,2024-03-06,GLA-DXB,Emirates,2024-03-06 20:00:00,427,371,False,False,12,EKGLADXB2000,2024-03
132,2024-03-07,EDI-DXB,Emirates,2024-03-07 14:00:00,259,217,False,False,1,EKEDIDXB1400,2024-03
133,2024-03-07,GLA-DXB,Emirates,2024-03-07 20:00:00,427,368,False,False,21,EKGLADXB2000,2024-03
134,2024-03-08,EDI-DXB,Emirates,2024-03-08 14:00:00,259,228,False,False,23,EKEDIDXB1400,2024-03
135,2024-03-08,GLA-DXB,Emirates,2024-03-08 20:00:00,427,379,False,False,11,EKGLADXB2000,2024-03
136,2024-03-09,EDI-DXB,Emirates,2024-03-09 14:00:00,259,231,True,False,23,EKEDIDXB1400,2024-03
137,2024-03-09,GLA-DXB,Emirates,2024-03-09 20:00:00,427,372,True,False,26,EKGLADXB2000,2024-03
138,2024-03-10,EDI-DXB,Emirates,2024-03-10 14:00:00,259,231,True,False,7,EKEDIDXB1400,2024-03
139,2024-03-10,GLA-DXB,Emirates,2024-03-10 20:00:00,427,388,True,False,27,EKGLADXB2000,2024-03
140,2024-03-11,EDI-DXB,Emirates,2024-03-11 14:00:00,259,227,False,False,16,EKEDIDXB1400,2024-03
141,2024-03-11,GLA-DXB,Emirates,2024-03-11 20:00:00,427,377,False,False,26,EKGLADXB2000,2024-03
142,2024-03-12,EDI-DXB,Emirates,2024-03-12 14:00:00,259,225,False,False,27,EKEDIDXB1400,2024-03
143,2024-03-12,GLA-DXB,Emirates,2024-03-12 20:00:00,427,383,False,False,21,EKGLADXB2000,2024-03
144,2024-03-13,EDI-DXB,Emirates,2024-03-13 14:00:00,259,240,False,False,26,EKEDIDXB1400,2024-03
145,2024-03-13,GLA-DXB,Emirates,2024-03-13 20:00:00,427,388,False,False,17,EKGLADXB2000,2024-03
146,2024-03-14,EDI-DXB,Emirates,2024-03-14 14:00:00,259,231,False,False,24,EKEDIDXB1400,2024-03
147,2024-03-14,GLA-DXB,Emirates,2024-03-14 20:00:00,427,372,False,False,15,EKGLADXB2000,2024-03
148,2024-03-15,EDI-DXB,Emirates,2024-03-15 14:00:00,259,226,False,False,10,EKEDIDXB1400,2024-03
149,2024-03-15,GLA-DXB,Emirates,2024-03-15 20:00:00,427,380,False,False,8,EKGLADXB2000,2024-03
150,2024-03-16,EDI-DXB,Emirates,2024-03-16 14:00:00,259,235,True,False,34,EKEDIDXB1400,2024-03
151,2024-03-16,GLA-DXB,Emirates,2024-03-16 20:00:00,427,379,True,False,10,EKGLADXB2000,2024-03
152,2024-03-17,EDI-DXB,Emirates,2024-03-17 14:00:00,259,234,True,False,8,EKEDIDXB1400,2024-03
153,2024-03-17,GLA-DXB,Emirates,2024-03-17 20:00:00,427,391,True,False,20,EKGLADXB2000,2024-03
154,2024-03-18,EDI-DXB,Emirates,2024-03-18 14:00:00,259,243,False,False,5,EKEDIDXB1400,2024-03
155,2024-03-18,GLA-DXB,Emirates,2024-03-18 20:00:00,427,354,False,False,10,EKGLADXB2000,2024-03
156,2024-03-19,EDI-DXB,Emirates,2024-03-19 14:00:00,259,229,False,False,8,EKEDIDXB1400,2024-03
157,2024-03-19,GLA-DXB,Emirates,2024-03-19 20:00:00,427,371,False,False,24,EKGLADXB2000,2024-03
158,2024-03-20,EDI-DXB,Emirates,2024-03-20 14:00:00,259,226,False,False,5,EKEDIDXB1400,2024-03
159,2024-03-20,GLA-DXB,Emirates,2024-03-20 20:00:00,427,374,False,False,22,EKGLADXB2000,2024-03
160,2024-03-21,EDI-DXB,Emirates,2024-03-21 14:00:00,259,226,False,False,12,EKEDIDXB1400,2024-03
161,2024-03-21,GLA-DXB,Emirates,2024-03-21 20:00:00,427,357,False,False,28,EKGLADXB2000,2024-03
162,2024-03-22,EDI-DXB,Emirates,2024-03-22 14:00:00,259,234,False,False,11,EKEDIDXB1400,2024-03
163,2024-03-22,GLA-DXB,Emirates,2024-03-22 20:00:00,427,370,False,False,29,EKGLADXB2000,2024-03
164,2024-03-23,EDI-DXB,Emirates,2024-03-23 14:00:00,259,244,True,False,26,EKEDIDXB1400,2024-03
165,2024-03-23,GLA-DXB,Emirates,2024-03-23 20:00:00,427,400,True,False,19,EKGLADXB2000,2024-03
166,2024-03-24,EDI-DXB,Emirates,2024-03-24 14:00:00,259,233,True,False,22,EKEDIDXB1400,2024-03
167,2024-03-24,GLA-DXB,Emirates,2024-03-24 20:00:00,427,377,True,False,24,EKGLADXB2000,2024-03
168,2024-03-25,EDI-DXB,Emirates,2024-03-25 14:00:00,259,239,False,False,28,EKEDIDXB1400,2024-03
169,2024-03-25,GLA-DXB,Emirates,2024-03-25 20:00:00,427,372,False,False,18,EKGLADXB2000,2024-03
170,2024-03-26,EDI-DXB,Emirates,2024-03-26 14:00:00,259,226,False,False,15,EKEDIDXB1400,2024-03
171,2024-03-26,GLA-DXB,Emirates,2024-03-26 20:00:00,427,378,False,False,25,EKGLADXB2000,2024-03
172,2024-03-27,EDI-DXB,Emirates,2024-03-27 14:00:00,259,241,False,False,20,EKEDIDXB1400,2024-03
173,2024-03-27,GLA-DXB,Emirates,2024-03-27 20:00:00,427,354,False,False,19,EKGLADXB2000,2024-03
174,2024-03-28,EDI-DXB,Emirates,2024-03-28 14:00:00,259,231,False,False,16,EKEDIDXB1400,2024-03
175,2024-03-28,GLA-DXB,Emirates,2024-03-28 20:00:00,427,377,False,False,40,EKGLADXB2000,2024-03
176,2024-03-29,EDI-DXB,Emirates,2024-03-29 14:00:00,259,238,False,True,40,EKEDIDXB1400,2024-03
177,2024-03-29,GLA-DXB,Emirates,2024-03-29 20:00:00,427,398,False,True,35,EKGLADXB2000,2024-03
178,2024-03-30,EDI-DXB,Emirates,2024-03-30 14:00:00,259,227,True,True,41,EKEDIDXB1400,2024-03
179,2024-03-30,GLA-DXB,Emirates,2024-03-30 20:00:00,427,379,True,True,36,EKGLADXB2000,2024-03
180,2024-03-31,EDI-DXB,Emirates,2024-03-31 14:00:00,259,225,True,True,40,EKEDIDXB1400,2024-03
181,2024-03-31,GLA-DXB,Emirates,2024-03-31 20:00:00,427,394,True,True,36,EKGLADXB2000,2024-03
182,2024-04-01,EDI-DXB,Emirates,2024-04-01 14:00:00,259,233,False,True,20,EKEDIDXB1400,2024-04
183,2024-04-01,GLA-DXB,Emirates,2024-04-01 20:00:00,427,367,False,True,28,EKGLADXB2000,2024-04
184,2024-04-02,EDI-DXB,Emirates,2024-04-02 14:00:00,259,229,False,True,26,EKEDIDXB1400,2024-04
185,2024-04-02,GLA-DXB,Emirates,2024-04-02 20:00:00,427,387,False,True,28,EKGLADXB2000,2024-04
186,2024-04-03,EDI-DXB,Emirates,2024-04-03 14:00:00,259,229,False,True,19,EKEDIDXB1400,2024-04
187,2024-04-03,GLA-DXB,Emirates,2024-04-03 20:00:00,427,365,False,True,42,EKGLADXB2000,2024-04
188,2024-04-04,EDI-DXB,Emirates,2024-04-04 14:00:00,259,230,False,True,46,EKEDIDXB1400,2024-04
189,2024-04-04,GLA-DXB,Emirates,2024-04-04 20:00:00,427,370,False,True,20,EKGLADXB2000,2024-04
190,2024-04-05,EDI-DXB,Emirates,2024-04-05 14:00:00,259,233,False,True,25,EKEDIDXB1400,2024-04
191,2024-04-05,GLA-DXB,Emirates,2024-04-05 20:00:00,427,382,False,True,27,EKGLADXB2000,2024-04
192,2024-04-06,EDI-DXB,Emirates,2024-04-06 14:00:00,259,226,True,True,22,EKEDIDXB1400,2024-04
193,2024-04-06,GLA-DXB,Emirates,2024-04-06 20:00:00,427,391,True,True,42,EKGLADXB2000,2024-04
194,2024-04-07,EDI-DXB,Emirates,2024-04-07 14:00:00,259,232,True,True,39,EKEDIDXB1400,2024-04
195,2024-04-07,GLA-DXB,Emirates,2024-04-07 20:00:00,427,380,True,True,50,EKGLADXB2000,2024-04
196,2024-04-08,EDI-DXB,Emirates,2024-04-08 14:00:00,259,231,False,True,28,EKEDIDXB1400,2024-04
197,2024-04-08,GLA-DXB,Emirates,2024-04-08 20:00:00,427,386,False,True,23,EKGLADXB2000,2024-04
198,2024-04-09,EDI-DXB,Emirates,2024-04-09 14:00:00,259,219,False,True,23,EKEDIDXB1400,2024-04
199,2024-04-09,GLA-DXB,Emirates,2024-04-09 20:00:00,427,374,False,True,30,EKGLADXB2000,2024-04
200,2024-04-10,EDI-DXB,Emirates,2024-04-10 14:00:00,259,229,False,True,37,EKEDIDXB1400,2024-04
201,2024-04-10,GLA-DXB,Emirates,2024-04-10 20:00:00,427,394,False,True,46,EKGLADXB2000,2024-04
202,2024-04-11,EDI-DXB,Emirates,2024-04-11 14:00:00,259,232,False,True,43,EKEDIDXB1400,2024-04
203,2024-04-11,GLA-DXB,Emirates,2024-04-11 20:00:00,427,365,False,True,38,EKGLADXB2000,2024-04
204,2024-04-12,EDI-DXB,Emirates,2024-04-12 14:00:00,259,220,False,True,44,EKEDIDXB1400,2024-04
205,2024-04-12,GLA-DXB,Emirates,2024-04-12 20:00:00,427,357,False,True,23,EKGLADXB2000,2024-04
206,2024-04-13,EDI-DXB,Emirates,2024-04-13 14:00:00,259,231,True,True,25,EKEDIDXB1400,2024-04
207,2024-04-13,GLA-DXB,Emirates,2024-04-13 20:00:00,427,371,True,True,33,EKGLADXB2000,2024-04
208,2024-04-14,EDI-DXB,Emirates,2024-04-14 14:00:00,259,235,True,True,30,EKEDIDXB1400,2024-04
209,2024-04-14,GLA-DXB,Emirates,2024-04-14 20:00:00,427,381,True,True,36,EKGLADXB2000,2024-04
210,2024-04-15,EDI-DXB,Emirates,2024-04-15 14:00:00,259,240,False,False,28,EKEDIDXB1400,2024-04
211,2024-04-15,GLA-DXB,Emirates,2024-04-15 20:00:00,427,392,False,False,16,EKGLADXB2000,2024-04
212,2024-04-16,EDI-DXB,Emirates,2024-04-16 14:00:00,259,234,False,False,29,EKEDIDXB1400,2024-04
213,2024-04-16,GLA-DXB,Emirates,2024-04-16 20:00:00,427,393,False,False,18,EKGLADXB2000,2024-04
214,2024-04-17,EDI-DXB,Emirates,2024-04-17 14:00:00,259,233,False,False,24,EKEDIDXB1400,2024-04
215,2024-04-17,GLA-DXB,Emirates,2024-04-17 20:00:00,427,368,False,False,19,EKGLADXB2000,2024-04
216,2024-04-18,EDI-DXB,Emirates,2024-04-18 14:00:00,259,236,False,False,11,EKEDIDXB1400,2024-04
217,2024-04-18,GLA-DXB,Emirates,2024-04-18 20:00:00,427,389,False,False,17,EKGLADXB2000,2024-04
218,2024-04-19,EDI-DXB,Emirates,2024-04-19 14:00:00,259,224,False,False,7,EKEDIDXB1400,2024-04
219,2024-04-19,GLA-DXB,Emirates,2024-04-19 20:00:00,427,373,False,False,28,EKGLADXB2000,2024-04
220,2024-04-20,EDI-DXB,Emirates,2024-04-20 14:00:00,259,238,True,False,9,EKEDIDXB1400,2024-04
221,2024-04-20,GLA-DXB,Emirates,2024-04-20 20:00:00,427,392,True,False,17,EKGLADXB2000,2024-04
222,2024-04-21,EDI-DXB,Emirates,2024-04-21 14:00:00,259,233,True,False,4,EKEDIDXB1400,2024-04
223,2024-04-21,GLA-DXB,Emirates,2024-04-21 20:00:00,427,389,True,False,23,EKGLADXB2000,2024-04
224,2024-04-22,EDI-DXB,Emirates,2024-04-22 14:00:00,259,227,False,False,6,EKEDIDXB1400,2024-04
225,2024-04-22,GLA-DXB,Emirates,2024-04-22 20:00:00,427,352,False,False,23,EKGLADXB2000,2024-04
226,2024-04-23,EDI-DXB,Emirates,2024-04-23 14:00:00,259,228,False,False,24,EKEDIDXB1400,2024-04
227,2024-04-23,GLA-DXB,Emirates,2024-04-23 20:00:00,427,364,False,False,30,EKGLADXB2000,2024-04
