,Flight_Date,Route,Carrier,Scheduled_Departure_Time,Aircraft_Capacity,Actual_Pax_Count,Is_Weekend,Is_Holiday_Period,CHML_Ordered,Flight_ID
39,2024-01-20,GLA-DXB,Emirates,2024-01-20 20:00:00,427,385,True,False,32,EKGLADXB2000
40,2024-01-21,EDI-DXB,Emirates,2024-01-21 14:00:00,259,226,True,False,22,EKEDIDXB1400
41,2024-01-21,GLA-DXB,Emirates,2024-01-21 20:00:00,427,377,True,False,24,EKGLADXB2000
42,2024-01-22,EDI-DXB,Emirates,2024-01-22 14:00:00,259,222,False,False,8,EKEDIDXB1400
43,2024-01-22,GLA-DXB,Emirates,2024-01-22 20:00:00,427,366,False,False,10,EKGLADXB2000
44,2024-01-23,EDI-DXB,Emirates,2024-01-23 14:00:00,259,231,False,False,5,EKEDIDXB1400
45,2024-01-23,GLA-DXB,Emirates,2024-01-23 20:00:00,427,377,False,False,13,EKGLADXB2000
46,2024-01-24,EDI-DXB,Emirates,2024-01-24 14:00:00,259,224,False,False,16,EKEDIDXB1400
47,2024-01-24,GLA-DXB,Emirates,2024-01-24 20:00:00,427,382,False,False,11,EKGLADXB2000
48,2024-01-25,EDI-DXB,Emirates,2024-01-25 14:00:00,259,229,False,False,17,EKEDIDXB1400
49,2024-01-25,GLA-DXB,Emirates,2024-01-25 20:00:00,427,359,False,False,20,EKGLADXB2000
50,2024-01-26,EDI-DXB,Emirates,2024-01-26 14:00:00,259,225,False,False,19,EKEDIDXB1400
51,2024-01-26,GLA-DXB,Emirates,2024-01-26 20:00:00,427,380,False,False,12,EKGLADXB2000
52,2024-01-27,EDI-DXB,Emirates,2024-01-27 14:00:00,259,238,True,False,21,EKEDIDXB1400
53,2024-01-27,GLA-DXB,Emirates,2024-01-27 20:00:00,427,386,True,False,21,EKGLADXB2000
54,2024-01-28,EDI-DXB,Emirates,2024-01-28 14:00:00,259,218,True,False,12,EKEDIDXB1400
55,2024-01-28,GLA-DXB,Emirates,2024-01-28 20:00:00,427,388,True,False,29,EKGLADXB2000
56,2024-01-29,EDI-DXB,Emirates,2024-01-29 14:00:00,259,223,False,False,23,EKEDIDXB1400
57,2024-01-29,GLA-DXB,Emirates,2024-01-29 20:00:00,427,367,False,False,33,EKGLADXB2000
58,2024-01-30,EDI-DXB,Emirates,2024-01-30 14:00:00,259,235,False,False,6,EKEDIDXB1400
59,2024-01-30,GLA-DXB,Emirates,2024-01-30 20:00:00,427,354,False,False,30,EKGLADXB2000
60,2024-01-31,EDI-DXB,Emirates,2024-01-31 14:00:00,259,233,False,False,13,EKEDIDXB1400
61,2024-01-31,GLA-DXB,Emirates,2024-01-31 20:00:00,427,389,False,False,24,EKGLADXB2000
62,2024-02-01,EDI-DXB,Emirates,2024-02-01 14:00:00,259,222,False,False,19,EKEDIDXB1400
63,2024-02-01,GLA-DXB,Emirates,2024-02-01 20:00:00,427,379,False,False,36,EKGLADXB2000
64,2024-02-02,EDI-DXB,Emirates,2024-02-02 14:00:00,259,221,False,False,3,EKEDIDXB1400
65,2024-02-02,GLA-DXB,Emirates,2024-02-02 20:00:00,427,369,False,False,45,EKGLADXB2000
66,2024-02-03,EDI-DXB,Emirates,2024-02-03 14:00:00,259,224,True,False,25,EKEDIDXB1400
67,2024-02-03,GLA-DXB,Emirates,2024-02-03 20:00:00,427,370,True,False,37,EKGLADXB2000
68,2024-02-04,EDI-DXB,Emirates,2024-02-04 14:00:00,259,242,True,False,18,EKEDIDXB1400
69,2024-02-04,GLA-DXB,Emirates,2024-02-04 20:00:00,427,384,True,False,11,EKGLADXB2000
70,2024-02-05,EDI-DXB,Emirates,2024-02-05 14:00:00,259,223,False,False,16,EKEDIDXB1400
71,2024-02-05,GLA-DXB,Emirates,2024-02-05 20:00:00,427,396,False,False,21,EKGLADXB2000
72,2024-02-06,EDI-DXB,Emirates,2024-02-06 14:00:00,259,224,False,False,3,EKEDIDXB1400
73,2024-02-06,GLA-DXB,Emirates,2024-02-06 20:00:00,427,363,False,False,11,EKGLADXB2000
74,2024-02-07,EDI-DXB,Emirates,2024-02-07 14:00:00,259,216,False,False,10,EKEDIDXB1400
75,2024-02-07,GLA-DXB,Emirates,2024-02-07 20:00:00,427,371,False,False,7,EKGLADXB2000
76,2024-02-08,EDI-DXB,Emirates,2024-02-08 14:00:00,259,219,False,False,15,EKEDIDXB1400
77,2024-02-08,GLA-DXB,Emirates,2024-02-08 20:00:00,427,373,False,False,19,EKGLADXB2000
78,2024-02-09,EDI-DXB,Emirates,2024-02-09 14:00:00,259,230,False,False,4,EKEDIDXB1400
79,2024-02-09,GLA-DXB,Emirates,2024-02-09 20:00:00,427,381,False,False,17,EKGLADXB2000
80,2024-02-10,EDI-DXB,Emirates,2024-02-10 14:00:00,259,229,True,False,3,EKEDIDXB1400
81,2024-02-10,GLA-DXB,Emirates,2024-02-10 20:00:00,427,386,True,False,31,EKGLADXB2000
82,2024-02-11,EDI-DXB,Emirates,2024-02-11 14:00:00,259,241,True,False,9,EKEDIDXB1400
83,2024-02-11,GLA-DXB,Emirates,2024-02-11 20:00:00,427,393,True,False,15,EKGLADXB2000
84,2024-02-12,EDI-DXB,Emirates,2024-02-12 14:00:00,259,240,False,False,23,EKEDIDXB1400
85,2024-02-12,GLA-DXB,Emirates,2024-02-12 20:00:00,427,386,False,False,19,EKGLADXB2000
86,2024-02-13,EDI-DXB,Emirates,2024-02-13 14:00:00,259,235,False,False,4,EKEDIDXB1400
87,2024-02-13,GLA-DXB,Emirates,2024-02-13 20:00:00,427,380,False,False,34,EKGLADXB2000
88,2024-02-14,EDI-DXB,Emirates,2024-02-14 14:00:00,259,225,False,False,30,EKEDIDXB1400
89,2024-02-14,GLA-DXB,Emirates,2024-02-14 20:00:00,427,363,False,False,15,EKGLADXB2000
90,2024-02-15,EDI-DXB,Emirates,2024-02-15 14:00:00,259,234,False,False,26,EKEDIDXB1400
91,2024-02-15,GLA-DXB,Emirates,2024-02-15 20:00:00,427,379,False,False,9,EKGLADXB2000
92,2024-02-16,EDI-DXB,Emirates,2024-02-16 14:00:00,259,237,False,False,10,EKEDIDXB1400
93,2024-02-16,GLA-DXB,Emirates,2024-02-16 20:00:00,427,395,False,False,19,EKGLADXB2000
94,2024-02-17,EDI-DXB,Emirates,2024-02-17 14:00:00,259,233,True,False,29,EKEDIDXB1400
95,2024-02-17,GLA-DXB,Emirates,2024-02-17 20:00:00,427,378,True,False,17,EKGLADXB2000
96,2024-02-18,EDI-DXB,Emirates,2024-02-18 14:00:00,259,249,True,False,29,EKEDIDXB1400
97,2024-02-18,GLA-DXB,Emirates,2024-02-18 20:00:00,427,381,True,False,19,EKGLADXB2000
98,2024-02-19,EDI-DXB,Emirates,2024-02-19 14:00:00,259,242,False,False,13,EKEDIDXB1400
99,2024-02-19,GLA-DXB,Emirates,2024-02-19 20:00:00,427,396,False,False,29,EKGLADXB2000
100,2024-02-20,EDI-DXB,Emirates,2024-02-20 14:00:00,259,218,False,False,11,EKEDIDXB1400
101,2024-02-20,GLA-DXB,Emirates,2024-02-20 20:00:00,427,380,False,False,27,EKGLADXB2000
102,2024-02-21,EDI-DXB,Emirates,2024-02-21 14:00:00,259,239,False,False,17,EKEDIDXB1400
103,2024-02-21,GLA-DXB,Emirates,2024-02-21 20:00:00,427,344,False,False,21,EKGLADXB2000
104,2024-02-22,EDI-DXB,Emirates,2024-02-22 14:00:00,259,220,False,False,6,EKEDIDXB1400
105,2024-02-22,GLA-DXB,Emirates,2024-02-22 20:00:00,427,373,False,False,18,EKGLADXB2000
106,2024-02-23,EDI-DXB,Emirates,2024-02-23 14:00:00,259,226,False,False,35,EKEDIDXB1400
107,2024-02-23,GLA-DXB,Emirates,2024-02-23 20:00:00,427,351,False,False,9,EKGLADXB2000
108,2024-02-24,EDI-DXB,Emirates,2024-02-24 14:00:00,259,236,True,False,26,EKEDIDXB1400
109,2024-02-24,GLA-DXB,Emirates,2024-02-24 20:00:00,427,384,True,False,22,EKGLADXB2000
110,2024-02-25,EDI-DXB,Emirates,2024-02-25 14:00:00,259,235,True,False,14,EKEDIDXB1400
111,2024-02-25,GLA-DXB,Emirates,2024-02-25 20:00:00,427,369,True,False,20,EKGLADXB2000
112,2024-02-26,EDI-DXB,Emirates,2024-02-26 14:00:00,259,235,False,False,11,EKEDIDXB1400
113,2024-02-26,GLA-DXB,Emirates,2024-02-26 20:00:00,427,390,False,False,9,EKGLADXB2000
114,2024-02-27,EDI-DXB,Emirates,2024-02-27 14:00:00,259,235,False,False,14,EKEDIDXB1400
115,2024-02-27,GLA-DXB,Emirates,2024-02-27 20:00:00,427,388,False,False,31,EKGLADXB2000
116,2024-02-28,EDI-DXB,Emirates,2024-02-28 14:00:00,259,231,False,False,18,EKEDIDXB1400
117,2024-02-28,GLA-DXB,Emirates,2024-02-28 20:00:00,427,383,False,False,5,EKGLADXB2000
118,2024-02-29,EDI-DXB,Emirates,2024-02-29 14:00:00,259,227,False,False,23,EKEDIDXB1400
119,2024-02-29,GLA-DXB,Emirates,2024-02-29 20:00:00,427,354,False,False,18,EKGLADXB2000
120,2024-03-01,EDI-DXB,Emirates,2024-03-01 14:00:00,259,233,False,False,7,EKEDIDXB1400
121,2024-03-01,GLA-DXB,Emirates,2024-03-01 20:00:00,427,385,False,False,26,EKGLADXB2000
122,2024-03-02,EDI-DXB,Emirates,2024-03-02 14:00:00,259,217,True,False,17,EKEDIDXB1400
123,2024-03-02,GLA-DXB,Emirates,2024-03-02 20:00:00,427,402,True,False,23,EKGLADXB2000
124,2024-03-03,EDI-DXB,Emirates,2024-03-03 14:00:00,259,229,True,False,13,EKEDIDXB1400
125,2024-03-03,GLA-DXB,Emirates,2024-03-03 20:00:00,427,378,True,False,12,EKGLADXB2000
126,2024-03-04,EDI-DXB,Emirates,2024-03-04 14:00:00,259,233,False,False,12,EKEDIDXB1400
127,2024-03-04,GLA-DXB,Emirates,2024-03-04 20:00:00,427,352,False,False,20,EKGLADXB2000
128,2024-03-05,EDI-DXB,Emirates,2024-03-05 14:00:00,259,244,False,False,7,EKEDIDXB1400
129,2024-03-05,GLA-DXB,Emirates,2024-03-05 20:00:00,427,365,False,False,27,EKGLADXB2000
130,2024-03-06,EDI-DXB,Emirates,2024-03-06 14:00:00,259,233,False,False,7,EKEDIDXB1400
131,2024-03-06,GLA-DXB,Emirates,2024-03-06 20:00:00,427,371,False,False,12,EKGLADXB2000
132,2024-03-07,EDI-DXB,Emirates,2024-03-07 14:00:00,259,217,False,False,1,EKEDIDXB1400
133,2024-03-07,GLA-DXB,Emirates,2024-03-07 20:00:00,427,368,False,False,21,EKGLADXB2000
134,2024-03-08,EDI-DXB,Emirates,2024-03-08 14:00:00,259,228,False,False,23,EKEDIDXB1400
135,2024-03-08,GLA-DXB,Emirates,2024-03-08 20:00:00,427,379,False,False,11,EKGLADXB2000
136,2024-03-09,EDI-DXB,Emirates,2024-03-09 14:00:00,259,231,True,False,23,EKEDIDXB1400
137,2024-03-09,GLA-DXB,Emirates,2024-03-09 20:00:00,427,372,True,False,26,EKGLADXB2000
138,2024-03-10,EDI-DXB,Emirates,2024-03-10 14:00:00,259,231,True,False,7,EKEDIDXB1400
139,2024-03-10,GLA-DXB,Emirates,2024-03-10 20:00:00,427,388,True,False,27,EKGLADXB2000
140,2024-03-11,EDI-DXB,Emirates,2024-03-11 14:00:00,259,227,False,False,16,EKEDIDXB1400
141,2024-03-11,GLA-DXB,Emirates,2024-03-11 20:00:00,427,377,False,False,26,EKGLADXB2000
142,2024-03-12,EDI-DXB,Emirates,2024-03-12 14:00:00,259,225,False,False,27,EKEDIDXB1400
143,2024-03-12,GLA-DXB,Emirates,2024-03-12 20:00:00,427,383,False,False,21,EKGLADXB2000
144,2024-03-13,EDI-DXB,Emirates,2024-03-13 14:00:00,259,240,False,False,26,EKEDIDXB1400
145,2024-03-13,GLA-DXB,Emirates,2024-03-13 20:00:00,427,388,False,False,17,EKGLADXB2000
146,2024-03-14,EDI-DXB,Emirates,2024-03-14 14:00:00,259,231,False,False,24,EKEDIDXB1400
147,2024-03-14,GLA-DXB,Emirates,2024-03-14 20:00:00,427,372,False,False,15,EKGLADXB2000
148,2024-03-15,EDI-DXB,Emirates,2024-03-15 14:00:00,259,226,False,False,10,EKEDIDXB1400
149,2024-03-15,GLA-DXB,Emirates,2024-03-15 20:00:00,427,380,False,False,8,EKGLADXB2000
150,2024-03-16,EDI-DXB,Emirates,2024-03-16 14:00:00,259,235,True,False,34,EKEDIDXB1400
151,2024-03-16,GLA-DXB,Emirates,2024-03-16 20:00:00,427,379,True,False,10,EKGLADXB2000
152,2024-03-17,EDI-DXB,Emirates,2024-03-17 14:00:00,259,234,True,False,8,EKEDIDXB1400
153,2024-03-17,GLA-DXB,Emirates,2024-03-17 20:00:00,427,391,True,False,20,EKGLADXB2000
154,2024-03-18,EDI-DXB,Emirates,2024-03-18 14:00:00,259,243,False,False,5,EKEDIDXB1400
155,2024-03-18,GLA-DXB,Emirates,2024-03-18 20:00:00,427,354,False,False,10,EKGLADXB2000
156,2024-03-19,EDI-DXB,Emirates,2024-03-19 14:00:00,259,229,False,False,8,EKEDIDXB1400
157,2024-03-19,GLA-DXB,Emirates,2024-03-19 20:00:00,427,371,False,False,24,EKGLADXB2000
158,2024-03-20,EDI-DXB,Emirates,2024-03-20 14:00:00,259,226,False,False,5,EKEDIDXB1400
159,2024-03-20,GLA-DXB,Emirates,2024-03-20 20:00:00,427,374,False,False,22,EKGLADXB2000
160,2024-03-21,EDI-DXB,Emirates,2024-03-21 14:00:00,259,226,False,False,12,EKEDIDXB1400
161,2024-03-21,GLA-DXB,Emirates,2024-03-21 20:00:00,427,357,False,False,28,EKGLADXB2000
162,2024-03-22,EDI-DXB,Emirates,2024-03-22 14:00:00,259,234,False,False,11,EKEDIDXB1400
163,2024-03-22,GLA-DXB,Emirates,2024-03-22 20:00:00,427,370,False,False,29,EKGLADXB2000
164,2024-03-23,EDI-DXB,Emirates,2024-03-23 14:00:00,259,244,True,False,26,EKEDIDXB1400
165,2024-03-23,GLA-DXB,Emirates,2024-03-23 20:00:00,427,400,True,False,19,EKGLADXB2000
166,2024-03-24,EDI-DXB,Emirates,2024-03-24 14:00:00,259,233,True,False,22,EKEDIDXB1400
167,2024-03-24,GLA-DXB,Emirates,2024-03-24 20:00:00,427,377,True,False,24,EKGLADXB2000
168,2024-03-25,EDI-DXB,Emirates,2024-03-25 14:00:00,259,239,False,False,28,EKEDIDXB1400
169,2024-03-25,GLA-DXB,Emirates,2024-03-25 20:00:00,427,372,False,False,18,EKGLADXB2000
170,2024-03-26,EDI-DXB,Emirates,2024-03-26 14:00:00,259,226,False,False,15,EKEDIDXB1400
171,2024-03-26,GLA-DXB,Emirates,2024-03-26 20:00:00,427,378,False,False,25,EKGLADXB2000
172,2024-03-27,EDI-DXB,Emirates,2024-03-27 14:00:00,259,241,False,False,20,EKEDIDXB1400
173,2024-03-27,GLA-DXB,Emirates,2024-03-27 20:00:00,427,354,False,False,19,EKGLADXB2000
174,2024-03-28,EDI-DXB,Emirates,2024-03-28 14:00:00,259,231,False,False,16,EKEDIDXB1400
175,2024-03-28,GLA-DXB,Emirates,2024-03-28 20:00:00,427,377,False,False,40,EKGLADXB2000
176,2024-03-29,EDI-DXB,Emirates,2024-03-29 14:00:00,259,238,False,True,40,EKEDIDXB1400
177,2024-03-29,GLA-DXB,Emirates,2024-03-29 20:00:00,427,398,False,True,35,EKGLADXB2000
178,2024-03-30,EDI-DXB,Emirates,2024-03-30 14:00:00,259,227,True,True,41,EKEDIDXB1400
179,2024-03-30,GLA-DXB,Emirates,2024-03-30 20:00:00,427,379,True,True,36,EKGLADXB2000
180,2024-03-31,EDI-DXB,Emirates,2024-03-31 14:00:00,259,225,True,True,40,EKEDIDXB1400
181,2024-03-31,GLA-DXB,Emirates,2024-03-31 20:00:00,427,394,True,True,36,EKGLADXB2000
182,2024-04-01,EDI-DXB,Emirates,2024-04-01 14:00:00,259,233,False,True,20,EKEDIDXB1400
183,2024-04-01,GLA-DXB,Emirates,2024-04-01 20:00:00,427,367,False,True,28,EKGLADXB2000
184,2024-04-02,EDI-DXB,Emirates,2024-04-02 14:00:00,259,229,False,True,26,EKEDIDXB1400
185,2024-04-02,GLA-DXB,Emirates,2024-04-02 20:00:00,427,387,False,True,28,EKGLADXB2000
186,2024-04-03,EDI-DXB,Emirates,2024-04-03 14:00:00,259,229,False,True,19,EKEDIDXB1400
187,2024-04-03,GLA-DXB,Emirates,2024-04-03 20:00:00,427,365,False,True,42,EKGLADXB2000
188,2024-04-04,EDI-DXB,Emirates,2024-04-04 14:00:00,259,230,False,True,46,EKEDIDXB1400
189,2024-04-04,GLA-DXB,Emirates,2024-04-04 20:00:00,427,370,False,True,20,EKGLADXB2000
190,2024-04-05,EDI-DXB,Emirates,2024-04-05 14:00:00,259,233,False,True,25,EKEDIDXB1400
191,2024-04-05,GLA-DXB,Emirates,2024-04-05 20:00:00,427,382,False,True,27,EKGLADXB2000
192,2024-04-06,EDI-DXB,Emirates,2024-04-06 14:00:00,259,226,True,True,22,EKEDIDXB1400
193,2024-04-06,GLA-DXB,Emirates,2024-04-06 20:00:00,427,391,True,True,42,EKGLADXB2000
194,2024-04-07,EDI-DXB,Emirates,2024-04-07 14:00:00,259,232,True,True,39,EKEDIDXB1400
195,2024-04-07,GLA-DXB,Emirates,2024-04-07 20:00:00,427,380,True,True,50,EKGLADXB2000
196,2024-04-08,EDI-DXB,Emirates,2024-04-08 14:00:00,259,231,False,True,28,EKEDIDXB1400
197,2024-04-08,GLA-DXB,Emirates,2024-04-08 20:00:00,427,386,False,True,23,EKGLADXB2000
198,2024-04-09,EDI-DXB,Emirates,2024-04-09 14:00:00,259,219,False,True,23,EKEDIDXB1400
199,2024-04-09,GLA-DXB,Emirates,2024-04-09 20:00:00,427,374,False,True,30,EKGLADXB2000
200,2024-04-10,EDI-DXB,Emirates,2024-04-10 14:00:00,259,229,False,True,37,EKEDIDXB1400
201,2024-04-10,GLA-DXB,Emirates,2024-04-10 20:00:00,427,394,False,True,46,EKGLADXB2000
202,2024-04-11,EDI-DXB,Emirates,2024-04-11 14:00:00,259,232,False,True,43,EKEDIDXB1400
203,2024-04-11,GLA-DXB,Emirates,2024-04-11 20:00:00,427,365,False,True,38,EKGLADXB2000
204,2024-04-12,EDI-DXB,Emirates,2024-04-12 14:00:00,259,220,False,True,44,EKEDIDXB1400
205,2024-04-12,GLA-DXB,Emirates,2024-04-12 20:00:00,427,357,False,True,23,EKGLADXB2000
206,2024-04-13,EDI-DXB,Emirates,2024-04-13 14:00:00,259,231,True,True,25,EKEDIDXB1400
207,2024-04-13,GLA-DXB,Emirates,2024-04-13 20:00:00,427,371,True,True,33,EKGLADXB2000
208,2024-04-14,EDI-DXB,Emirates,2024-04-14 14:00:00,259,235,True,True,30,EKEDIDXB1400
209,2024-04-14,GLA-DXB,Emirates,2024-04-14 20:00:00,427,381,True,True,36,EKGLADXB2000
210,2024-04-15,EDI-DXB,Emirates,2024-04-15 14:00:00,259,240,False,False,28,EKEDIDXB1400
211,2024-04-15,GLA-DXB,Emirates,2024-04-15 20:00:00,427,392,False,False,16,EKGLADXB2000
212,2024-04-16,EDI-DXB,Emirates,2024-04-16 14:00:00,259,234,False,False,29,EKEDIDXB1400
213,2024-04-16,GLA-DXB,Emirates,2024-04-16 20:00:00,427,393,False,False,18,EKGLADXB2000
214,2024-04-17,EDI-DXB,Emirates,2024-04-17 14:00:00,259,233,False,False,24,EKEDIDXB1400
215,2024-04-17,GLA-DXB,Emirates,2024-04-17 20:00:00,427,368,False,False,19,EKGLADXB2000
216,2024-04-18,EDI-DXB,Emirates,2024-04-18 14:00:00,259,236,False,False,11,EKEDIDXB1400
217,2024-04-18,GLA-DXB,Emirates,2024-04-18 20:00:00,427,389,False,False,17,EKGLADXB2000
218,2024-04-19,EDI-DXB,Emirates,2024-04-19 14:00:00,259,224,False,False,7,EKEDIDXB1400
219,2024-04-19,GLA-DXB,Emirates,2024-04-19 20:00:00,427,373,False,False,28,EKGLADXB2000
220,2024-04-20,EDI-DXB,Emirates,2024-04-20 14:00:00,259,238,True,False,9,EKEDIDXB1400
221,2024-04-20,GLA-DXB,Emirates,2024-04-20 20:00:00,427,392,True,False,17,EKGLADXB2000
222,2024-04-21,EDI-DXB,Emirates,2024-04-21 14:00:00,259,233,True,False,4,EKEDIDXB1400
223,2024-04-21,GLA-DXB,Emirates,2024-04-21 20:00:00,427,389,True,False,23,EKGLADXB2000
224,2024-04-22,EDI-DXB,Emirates,2024-04-22 14:00:00,259,227,False,False,6,EKEDIDXB1400
225,2024-04-22,GLA-DXB,Emirates,2024-04-22 20:00:00,427,352,False,False,23,EKGLADXB2000
226,2024-04-23,EDI-DXB,Emirates,2024-04-23 14:00:00,259,228,False,False,24,EKEDIDXB1400
227,2024-04-23,GLA-DXB,Emirates,2024-04-23 20:00:00,427,364,False,False,30,EKGLADXB2000
228,2024-04-24,EDI-DXB,Emirates,2024-04-24 14:00:00,259,222,False,False,25,EKEDIDXB1400
229,2024-04-24,GLA-DXB,Emirates,2024-04-24 20:00:00,427,369,False,False,20,EKGLADXB2000
230,2024-04-25,EDI-DXB,Emirates,2024-04-25 14:00:00,259,226,False,False,29,EKEDIDXB1400
231,2024-04-25,GLA-DXB,Emirates,2024-04-25 20:00:00,427,372,False,False,17,EKGLADXB2000
232,2024-04-26,EDI-DXB,Emirates,2024-04-26 14:00:00,259,219,False,False,26,EKEDIDXB1400
233,2024-04-26,GLA-DXB,Emirates,2024-04-26 20:00:00,427,386,False,False,15,EKGLADXB2000
234,2024-04-27,EDI-DXB,Emirates,2024-04-27 14:00:00,259,236,True,False,5,EKEDIDXB1400
235,2024-04-27,GLA-DXB,Emirates,2024-04-27 20:00:00,427,367,True,False,30,EKGLADXB2000
236,2024-04-28,EDI-DXB,Emirates,2024-04-28 14:00:00,259,233,True,False,5,EKEDIDXB1400
237,2024-04-28,GLA-DXB,Emirates,2024-04-28 20:00:00,427,405,True,False,7,EKGLADXB2000
238,2024-04-29,EDI-DXB,Emirates,2024-04-29 14:00:00,259,221,False,False,11,EKEDIDXB1400
239,2024-04-29,GLA-DXB,Emirates,2024-04-29 20:00:00,427,409,False,False,26,EKGLADXB2000
240,2024-04-30,EDI-DXB,Emirates,2024-04-30 14:00:00,259,237,False,False,27,EKEDIDXB1400
241,2024-04-30,GLA-DXB,Emirates,2024-04-30 20:00:00,427,380,False,False,29,EKGLADXB2000
242,2024-05-01,EDI-DXB,Emirates,2024-05-01 14:00:00,259,222,False,False,4,EKEDIDXB1400
243,2024-05-01,GLA-DXB,Emirates,2024-05-01 20:00:00,427,348,False,False,38,EKGLADXB2000
244,2024-05-02,EDI-DXB,Emirates,2024-05-02 14:00:00,259,220,False,False,15,EKEDIDXB1400
245,2024-05-02,GLA-DXB,Emirates,2024-05-02 20:00:00,427,377,False,False,21,EKGLADXB2000
246,2024-05-03,EDI-DXB,Emirates,2024-05-03 14:00:00,259,235,False,False,23,EKEDIDXB1400
247,2024-05-03,GLA-DXB,Emirates,2024-05-03 20:00:00,427,375,False,False,24,EKGLADXB2000
248,2024-05-04,EDI-DXB,Emirates,2024-05-04 14:00:00,259,228,True,False,30,EKEDIDXB1400
